bascule	4.22
base	3.73
basket-ball	5.86
basque	2.79
basse	3.62
bassin	4.63
bassine	3.91
bât	2.79
bataille	5.15
bataillon	3.53
bateau	5.58
bâtiment	5.47
bâtisse	5.11
bâton	5.49
bâtonnet	5.69
battant	3.04
batterie	5.31
battre	4.74
bauge	2.26
baume	4.02
bave	5.26
bavure	3.47
bazar	3.68
beau	4.75
beauté	3.82
bébé	5.52
bec	5.35
bêche	3.85
bedeau	2.87
bedon	5.21
bée	2.74
beffroi	1.27
bègue	2.61
beige	5.26
beigne	5.99
beignet	5.63
bel	3.82
belette	4.62
belge	3.96
bélier	5.54
belle	4.77
belvédère	3.87
bémol	3.78
bénéfice	2.93
bénitier	2.72
benjamine	2.74
benne	2.39
béquille	5.68
berceau	5.58
berceuse	4.84
béret	5.2
berge	3.48
berger	4.86
berne	2.45
besogne	2.88
besoin	2.68
bestiole	4.55
bétail	4.59
bête	4.69
bêtise	2.89
béton	4.84
bette	3.01
betterave	5.44
beurre	5.55
biais	2.9
bibelot	4.96
biberon	6.06
bible	5.76
bibliothèque	5.38
biche	4.97
bicyclette	5.71
bide	2.36
bidon	4.24
bielle	2.29
bien	3.02
bien-être	3.14
bienfait	2.8
bière	5.81
biffe	2.93
bigamie	2.96
bigoudi	4.4
bigre	2.28
bijou	5.45
bijouterie	5.36
bijoutière	4.61
bilan	3.4
bile	4.29
bille	5.68
billet	5.19
binette	2.74
biographie	3.62
bique	2.6
bis	3.14
biscotte	4.24
biscuit	5.56
bise	4.21
bisexualité	3.54
bison	5.22
bisou	5.28
bisque	2.76
bistre	2.36
blague	3.62
blaireau	4.05
blâme	3.14
blanc	5.52
blanche	5.55
blason	2.97
blatte	2.84
blé	5.32
bled	2.86
blême	4.31
blessé	4.22
blessure	5.15
blette	3.28
bleu	5.82
bleue	5.76
bleuet	6.18
bloc	5.18
blocage	3.69
blond	5.61
blonde	5.71
blouse	5.68
blouson	5.53
blues	3.95
boa	5.81
bobine	4.86
bocal	5.19
boche	2.4
boeuf	6.04
boeufs	5.94
bogue	2.85
bohémienne	3.87
boire	5.36
bois	5.49
boisson	5.14
boîte	5.45
boîtier	4.85
bol	5.65
bombarde	3.51
bombardement	4.59
bombe	5.53
bon	3.25
bonbon	5.68
bonbonne	4.75
bond	4.1
bonde	2.57
bonheur	2.98
bonhomme	4.58
bonne	3.6
bonnet	4.92
bonté	2.75
bonze	2.45
boomerang	5.74
bord	3.74
bordée	3.02
bordel	4.13
bordereau	3.18
bordure	4.72
borgne	2.81
borne	3.65
bosquet	3.3
bosse	5.72
bot	2.49
botte	5.77
bottin	5.08
bottine	5.63
bouc	4.45
bouche	5.58
bouchée	4.71
boucher	4.87
bouchon	5.36
boucle	5.38
bouclier	4.21
boudin	4.49
boue	4.99
bouée	5.29
boueuse	4.4
boueux	5.04
bouffe	5.34
bouffon	4.96
bouge	3.74
bougie	5.83
bougre	2.74
bouille	4.05
bouilloire	5.83
bouillotte	3.7
boulanger	5.05
boulangerie	5.32
boule	5.3
bouleau	5.43
boulet	4.55
boulette	5.58
boulevard	4.84
boulon	4.27
boulot	4.12
boum	3.67
bouquet	5.86
bouquetière	4.59
bouquin	5.08
bouquineur	3.39
bourbe	2.51
bourde	2.32
bourdon	4.81
bourg	3.36
bourgeois	3.44
bourgeoisie	3.72
bourgeon	4.98
bourre	2.85
bourreau	3.88
bourrelet	3.56
bourse	4.79
bouse	3.06
bouseux	2.48
boussole	5.99
bout	4.05
boutade	2.03
boute-en-train	2.8
bouteille	5.38
boutique	5.16
bouton	5.23
boutonnière	4.66
boxe	5.18
boxes	4.57
boxeur	5.19
boyau	5.1
bracelet	5.14
braies	2.51
braille	4.85
braire	2.66
braise	4.39
brancard	3.39
branchage	3.52
branche	5.32
branle	3.36
braque	2.79
bras	5.56
brasier	3.87
brasse	3.83
brave	4
bravoure	2.99
brebis	5.44
brèche	2.95
bref	2.96
brème	2.17
bretelle	5.51
brève	3.09
bribe	2.27
bride	4.1
brie	3.98
brigade	3.68
brigadière	4.81
brigand	3.88
brigue	2.46
brin	4
brindille	4.72
brioche	5.55
brique	5.72
briquet	5.55
bris	3.43
brise	3.72
broc	2.27
brocanteur	2.68
broche	5.2
brochet	4.98
brochette	5.57
brochure	5.1
brocoli	6.15
broderie	4.85
brome	2.74
bronche	4.32
bronze	5.09
brosse à dents	6.25
brosse	5.41
brou	3.83
brouette	5.89
brouillard	4.93
brouille	3.37
brouillon	4.82
broussaille	3.6
brousse	4.04
broyeur	4.2
bru	3.33
bruine	3.88
bruire	2.28
bruit	3.22
brûleur	4.41
brûlure	5.08
brume	4.98
brun	5.85
brune	5.31
brunette	4.71
brusque	3.54
brut	3.47
brutalité	3.34
brute	3.49
buanderie	5.05
buccal	3.79
bûche	5.94
bûcher	4.9
bûcheron	5.24
budget	3.73
buée	4.82
buffet	5.31
buffle	4.4
buis	2.48
buisson	4.93
bulbe	5.13
bulle	5.5
bulletin	4.84
bure	2.3
bureau	5.49
burin	2.09
bus	5.73
buse	2.71
buste	5.23
but	3.62
butin	3.42
butor	2.27
butte	4.3
buveur	4.07
buveuse	4.29
cabale	2.2
cabane	4.97
cabanon	4.38
cabaret	5
cabine	5.14
cabinet	5.21
câblage	4.14
câble	5.46
cabriolet	3.49
cacahuète	5.6
cachalot	3.61
cache	3.8
cachette	3.99
cachot	4.11
cactus	6.09
cadavre	4.96
caddie	2.99
cadeau	5.43
cadenas	6.06
cadette	3.45
cadran	5.58
cadre	5.52
cafard	3.72
café	5.37
cafetière	5.33
cage	5.5
cahier	5.29
caille	4.21
caillou	5.42
caïman	2.92
caisse	4.76
caissière	4.82
cal	2.44
calanque	2.33
calcification	3.03
calcul	4.06
calculatrice	5.58
cale	2.68
calèche	5.08
caleçon	5.39
calendrier	5.5
calepin	5.26
calibre	3.13
câlin	3.56
câliner	3.25
calmar	4.27
calme	3.3
calomnie	2.39
calorie	2.82
calotte	4.34
calque	3.49
calumet	3.61
camarade	4.34
cambriolage	4.01
cambrioleur	4.49
came	2.95
caméléon	5.9
camelot	3.25
caméra	5.6
camion	5.55
camionnette	5.9
camionneur	4.67
camisole	5.93
camp	4.79
campagnarde	3.77
campagne	5
camphre	3.4
camping	5.47
campus	4.79
canal	5.08
canapé	5.24
canard	5.77
canari	5.78
cancer	3.89
cancre	2.9
candeur	2.34
candidat	3.64
candidate	3.36
candidature	3.04
cane	5.24
canette	5.9
caniche	5.41
canif	5.72
canine	4.29
canne	5.84
cannelle	4.3
canoë	5.37
canon	5.44
canot	5.57
cantatrice	2.83
cantine	4.82
cantinier	2.98
cantique	2.88
canton	3.35
cap	4.2
capacité	2.63
cape	5.12
capitaine	4.91
capital	3.61
capitale	3.96
capot	4.58
capote	5.71
câpre	3.44
caprice	2.79
capsule	4.66
captivité	3.38
capture	3.59
capuche	4.65
capuchon	5.8
carabine	5.67
caractère	2.73
caractéristique	2.91
carafe	3.81
caramel	5.91
carapace	5.29
carat	2.77
caravane	5
caravelle	3.14
carburant	4.37
carburateur	3.96
carcan	2.39
carcasse	4.73
cardinal	4.44
cardiogramme	4.25
carence	2.61
caressant	3.66
caressante	3.54
caresse	4.46
caresser	4.27
cargo	4.58
caribou	5.79
caricature	5
carie	4.89
carillon	3.92
carnaval	5.15
carnet	5.02
carotte	5.65
carpe	4.63
carpette	3.74
carquois	2.45
carre	3.18
carré	5.69
carreau	5.13
carrefour	3.93
carrière	3.47
carriole	3.86
carrosse	5.45
cartable	5.93
carte	5.31
carton	5.31
cartouche	5.02
cas	2.22
cascade	4.53
cascadeur	4.41
case	5.13
caserne	4.9
casier	5.27
casino	5.57
casque	5.87
casquette	5.71
casse	3.75
casserole	5.26
cassette	5.92
caste	2.48
castor	6.15
cataclysme	2.86
catalogue	5.34
catapulte	5
catastrophe	4.14
catch	3.95
catégorie	3.01
cathédrale	5.4
cauchemar	4.23
causalité	2
cause	2.07
causse	2.25
cavalerie	4.13
cavalier	4.61
cavalière	4.29
cave	5.3
caverne	5.79
cavité	4.1
cèdre	5.49
ceindre	3.06
ceinture	6
céleri	6.13
cellule	4.83
celte	3.17
cendre	5.21
cendrier	5.49
cène	2.62
cens	2.95
censure	2.8
cent	5.24
centaine	3.77
centaure	3.23
centre	4.1
cep	2.21
cèpe	1.98
cerceau	5.8
cercle	5.43
cercueil	5.95
céréale	5.61
cérémonie	4.07
cerf	5.82
cerf-volant	5.72
cerise	5.88
cerisier	5.2
cerne	4.68
certes	2.38
certificat	4.79
certitude	2.55
cerveau	5.39
cervelle	4.36
cesse	2.78
chacal	3.73
chagrin	3.88
chaîne	5.21
chair	4.96
chaire	4.57
chaise	5.58
châle	4.91
chalet	5.71
chaleur	3.45
chaloupe	5.8
chambre	5.33
chameau	6.08
champ	5.25
champignon	6.05
champion	4.42
championnat	4.09
chance	2.6
chancre	2.72
chandail	5.98
chandelier	5.46
chandelle	5.69
change	4.1
changement	2.1
chanson	4.03
chansonnette	3.38
chansonnier	4.54
chant	3.99
chanteur	5.19
chantier	4.48
chantre	2.48
chanvre	3.42
chaos	3.6
chapeau	5.79
chapelet	5.31
chapelle	5.34
chaperon	4.65
chapiteau	4.51
chapitre	4.16
chaque	2.76
char	5.26
charabia	2.38
charbon	5.08
charcutier	3.86
charge	2.58
chariot	5.24
charité	3.33
charlatan	3.04
charme	3.49
charmer	3.12
charmeur	3.38
charnière	3.33
charpente	4.17
charpentier	4.21
charrette	5.14
charrue	5.38
charte	3.85
châsse	3.28
chasse	5.18
chasseur	5.06
chaste	2.79
chasteté	2.82
chat	5.64
châtaigne	3.48
château	5.55
châtiment	3.07
chaton	5.97
chatte	6.09
chaud	4.42
chaude	4.25
chaudière	5.32
chaudron	6.09
chauffage	3.8
chauffe	3.75
chauffeur	4.72
chaume	3.07
chaumière	3.67
chausses	2.76
chaussette	5.96
chausson	5.6
chaussure	5.77
chaut	2.43
chauve	5.56
chauve-souris	6.18
chauvinisme	2.54
chaux	3.9
chef	4.66
chemin	5
cheminée	5.55
chemise	5.58
chemisier	4.85
chêne	5.67
chenille	5.84
cheptel	2.3
chèque	5.75
chéquier	4.34
cher	3.4
chère	3.25
cheval	5.59
chevalet	4.1
chevalier	4.7
chevelure	5.61
cheveu(x)	5.45
cheville	5.72
chèvre	5.62
chevreau	4.2
chewing-gum	6
chiasse	3.09
chic	4.39
chicane	3.7
chiche	2.79
chien	5.71
chienne	5.94
chier	4.96
chiffe	3.13
chiffon	4.91
chiffre	5.41
chignon	4.86
chinoiserie	2.9
chiot	5.31
chiottes	5.13
chique	3.86
chirurgien	5.18
chirurgienne	4.5
chiure	3.24
chlore	4.6
choc	3.75
chocolat	5.48
choeur	4.71
choir	3.12
choix	2.43
choléra	2.95
chômage	3.43
chope	2.79
chose	3.14
chou	5.8
chouan	2.37
chouette	5.23
chrême	2.36
christ	5.16
chrome	4.24
chronique	3.04
chronomètre	5.67
chut	3.22
chute	5.25
cible	5.29
cicatrice	5
cidre	4.4
ciel	5.81
ciels	5.21
cierge	5.39
cieux	4.72
cigale	4.79
cigare	6.05
cigarette	5.53
cigogne	5.09
cil	5.89
cime	3.99
ciment	5.45
cimetière	5.92
cinéma	5.31
cinq	5.62
cintre	4.86
circoncis	4.57
circoncision	4.46
circonstance	2.68
circuit	3.73
circulation	4.08
cire	5.49
cirque	5.86
cirrhose	2.56
ciseau(x)	5.95
citadelle	3.86
citadin	3.34
citadine	2.52
citation	3.88
cité	4.28
citerne	3.95
citoyen	4.12
citron	6.26
citrouille	6.24
civière	4.97
civilisation	3.18
civisme	2.79
clac	3.1
clafouti(s)	2.03
claie	2.68
clair	4.33
claire	4.07
clairière	4.25
clairon	3.37
clan	4.46
claque	4.99
clarification	2.71
clarinette	5.46
clarté	3.76
classe	4.67
classement	3.45
classeur	4.92
classification	3.03
clause	2.81
claustrophobie	3.75
clavecin	3.47
clavier	5.26
clé	5.63
clebs	2.19
clef	5.56
clémence	2.61
clenche	2.45
clerc	4.04
clic	3.09
cliché	3.05
client	4.16
cliente	4.16
clientèle	3.93
climat	3.92
climatiseur	4.83
clip	4.58
clique	3.38
cliques	3.01
clitoris	5.31
clivage	3.3
clochard	4.87
cloche	5.43
clocher	5.45
clochette	5.63
cloison	3.2
cloque	3.23
clore	3.17
clos	3.55
close	3.7
clôture	6.07
clou	5.55
clown	5.72
club	4.56
cobra	5.9
cocaïne	5.23
coccinelle	6.07
coche	4.22
cochon	5.97
cocotier	5.04
cocotte	4.99
cocotte-minute	3.63
cocu	2.54
codage	3.15
code	4.2
coeur	5.62
coffre	6.11
coffre-fort	5.25
coffret	5.28
cognac	5.14
cognée	2.82
cohérence	2.13
cohue	2.55
coi	2.38
coiffe	4.76
coiffeur	5.14
coiffeuse	4.77
coiffure	5.4
coin	4.75
coïncidence	2.55
coing	2.26
coït	4.17
coite	2.49
coke	5.93
col	5.21
colère	3.3
colibri	5.32
colique	3.14
colis	5.08
collaborateur	3.22
collaboration	2.9
collaboratrice	2.71
collage	4.58
colle	5.1
collection	4.1
collectionneur	3.51
collectivité	2.9
collège	4.94
collégienne	4.22
collègue	4.1
collet	5.12
collier	5.55
colline	5.49
collision	4.57
colloque	3.71
colombe	5.66
colonel	4.18
colonie	4.03
colonne	4.84
colorant	4.47
colza	1.85
combat	4.59
combattant	4.27
combe	2.62
combinaison	3.43
comble	2.01
combustion	3.63
comédie	3.67
comédienne	4.03
comète	5.24
comité	3.6
commandant	3.79
commande	3.29
commandement	3.08
commencement	3.29
commentaire	2.71
commentatrice	3.6
commerce	3.64
commère	3.23
commis	3.65
commissaire	3.24
commission	3.28
commode	4.73
communauté	3.36
communication	2.93
communiqué	3.17
communisme	2.67
compagnie	3.56
compagnon	4.31
comparaison	2.74
compas	5.26
compensateur	2.65
compère	2.47
compétence	2.73
compétition	3.39
complaisance	2.45
complément	2.55
complet	3.5
complexité	2.65
complication	2.94
complicité	2.78
compliment	3.06
complot	3.05
comportement	2.81
composante	3.01
composition	3.21
compote	5.04
compréhension	2.71
compromis	2.74
comptabilité	3.02
comptable	4.19
compte	3.3
comptine	3.57
comptoir	5.48
comté	3.12
comte	4
comtesse	3.88
concentration	2.88
concept	2.05
conception	2.98
concert	4.6
concevoir	2.68
concierge	5.02
conclusion	2.6
concombre	6.2
concours	3.23
concubin	3.36
concubine	3.42
concurrence	2.74
concurrent	3.01
condition	2.39
condom	5.68
conducteur	4.44
conductrice	4.29
conduit	3.43
conduite	3.54
cône	5.65
conférence	3.59
conférencière	3.44
confession	3.19
confessionnal	4.61
confiance	2.65
confidence	2.87
configuration	2.61
confirmation	3.07
confiture	5.61
conflit	3.09
confort	3.3
confrère	3.34
confusion	3.02
congé	3.34
congélateur	5.51
congre	2.21
congrès	3.74
conjoint	4.34
conjoncture	2.56
conjugaison	3.09
conjugale	2.92
connaissance	2.56
conne	3.05
connerie	3.03
connexion	3.38
conque	2.43
conquête	3.16
conscience	2.22
conseil	2.62
conseiller	3.78
consentement	2.75
conséquence	2.75
conservation	3.17
conserve	4.35
considération	2.13
consigne	3.14
consolation	2.87
consommation	3.44
consonne	4.27
constitution	2.86
construction	4.38
consultante	3.29
consultation	2.83
contact	3.21
conte	4.14
contemplation	2.74
contenant	4.69
contenu	2.78
contexte	1.61
continence	2.47
continent	4.7
continuité	3.18
contour	4.26
contraception	4.21
contradiction	2.77
contrainte	2.79
contraire	2.52
contrariété	2.39
contraste	3.65
contrat	4.13
contre	3.22
contrepoison	2.89
contribution	2.84
contrôle	3.11
convalescence	2.67
convenance	2.61
convention	2.93
conversation	3.72
conversion	2.82
conviction	2.81
convoi	3.21
convoyeur	3.04
coopération	3.01
coopérative	2.8
coordination	3.15
coordinatrice	3.3
coordonnée	3.13
copain	4.6
copeau	4.19
copie	4.56
copinage	2.64
copine	4.65
copulation	3.97
copuler	3.64
coq	6.09
coque	4.72
coquillage	6.01
coquille	5.81
cor	3.26
corbeau	5.52
corbeille	5.05
corde	5.44
cordon	5.58
cordonnier	4.68
corne	5.4
corneille	5.67
cornemuse	4.55
cornet	5.72
cornichon	6.1
corporation	2.92
corps	5.45
corpulence	3.78
correction	3.27
correspondance	3.1
correspondant	3.23
corrida	2.92
corridor	5.47
cors	3.16
corse	3.24
cortège	3.76
corvée	3.45
cosse	2.66
costume	5.14
cotation	2.63
côté	3.77
cote	4.23
côte	4.79
coteau	3.18
côtelette	5.03
cotisation	3.08
coton	5.42
cotte	2.76
cou	5.55
couard	2.4
couarde	2.25
couche	5.25
coucher	4.19
couches	5.32
coucou	4.15
coude	5.61
coudre	5.34
couenne	3.42
couette	4.6
couffin	2.34
coule	4.13
couleur	4.57
couleuvre	6.05
couloir	5.07
coup	4.02
coupe	4.77
couple	4.9
couplet	3.53
coupon	5.49
coupure	4.95
couque	2.33
cour	4.5
courage	2.88
courant	3.19
courbature	3.77
courbe	5.13
courbure	4.49
coureur	4.84
courge	5.29
courgette	4.82
couronne	5.65
courre	2.75
courrier	5.29
courroie	4.09
cours	4.03
course	4.48
court	4.55
courte	4.38
courtier	2.87
courtisane	2.34
coussin	5.41
coût	3.59
couteau	5.6
coutume	3.23
couture	4.8
couturière	4.32
couvent	4.46
couvercle	5.42
couvert	4.93
couverture	4.98
coyote	5.65
crabe	5.77
crachat	4.72
craie	6.08
craindre	3.7
crainte	2.82
crampe	4.26
crampon	4.5
cran	2.89
crâne	5.61
crapaud	5.97
craque	4.02
craquement	3.47
cratère	5.09
cravate	6.13
crawl	4.61
crayon	5.57
création	2.58
créature	4.2
crèche	5.74
crédit	3.43
crème	5.32
créole	3.36
crêpe	5.65
crépuscule	4.08
crête	3.82
creuse	4.59
crevaison	5.06
crevasse	4.57
crève	3.33
crevé	3.43
crevette	5.97
cri	3.24
crible	3.19
crime	4.68
criminelle	4.09
crin	3.44
crinière	4.85
crique	3.95
crise	3.56
cristal	4.9
critère	2.2
critique	2.92
croche	4.45
croche-pied	2.89
crochet	5.31
crocodile	6.19
croire	3.26
croissance	2.94
croissant	5.36
croix	6.09
croquis	4.5
crosse	3.59
crosses	3.16
crotte	4.79
croup	2.78
croupe	2.92
croûte	5.39
croyance	2.98
cruauté	3.09
cruche	5.37
crudité	4.7
crue	3.42
crypte	3.33
cube	5.7
cueillette	4.39
cuillère	6.16
cuir	5.36
cuire	4.72
cuisine	5.85
cuisinier	5
cuisinière	5.27
cuisse	5.69
cuisson	4.26
cuistre	2.23
cuit	4.18
cuite	4.07
cuivre	5.46
cul	5.09
culot	3.19
culotte	5.65
culte	3
cultivateur	4.68
culture	3.5
cumul	2.24
cunnilingus	4.6
cure	3.72
curé	5.25
cure-pipe(s)	4.2
curiosité	2.54
curseur	4.8
cuve	5.09
cuvée	3.5
cuvette	4.5
cycliste	5.7
cyclone	4.96
cygne	5.92
cylindre	5.81
cymbale	5.26
dague	3.35
daim	3.78
dais	2.35
dalle	4.64
daltonisme	3.53
dame	4.67
damier	3.88
dance	4.86
danger	3.38
danse	4.45
danseur	5.24
danseuse	5.03
dard	4.72
darne	2.62
dartre	2.18
date	4.76
datte	5.16
dauphin	6.13
dé	5.75
débâcle	2.18
débat	3.64
débauche	2.93
débauché	3.14
débile	3.02
débit	3.24
débouché	3.04
débris	4.28
début	2.7
débutante	2.79
décalage	3.13
décanat	1.47
décembre	3.84
déception	3.02
décès	4.14
décharge	3.28
décharger	4.21
dèche	3.17
déchet	5.14
décimale	4.35
décimètre	4.29
décision	2.82
déclaration	2.97
déclic	2.92
déclin	2.97
décollage	4.22
décor	3.98
décoration	4.59
décoratrice	4.12
découpage	4.11
découverte	3.27
décrépitude	2.19
décret	2.38
dédain	2.46
dédicace	2.35
déesse	4.29
défaite	2.76
défaut	2.34
défectuosité	2.92
défense	2.86
défi	2.99
défiance	2.73
déficience	2.76
déficit	2.78
défilé	4.04
définition	3.04
dégaine	2.5
dégât	4.24
dégel	3.93
dégoût	3.42
degré	2.84
déguisement	4.53
déité	2.41
déjeuner	5.08
délai	2.84
délégation	3.18
délégué	3.12
délicatesse	3.1
délice	3.41
délinquante	3.42
délire	3.28
délit	2.92
délivrance	2.89
déluge	4.17
demande	2.98
démarche	3.31
démarreur	3.43
démêlage	3.12
demeure	4.22
déminage	2.87
démocratie	2.92
demoiselle	4.4
démolition	4.06
démon	5.03
démonstratrice	3.16
dense	3.4
dent	5.82
dentelle	5.5
dentiste	5.21
dénudé	3.68
dénudée	3.93
départ	3.8
département	3.43
dépense	3.57
dépit	2.46
déplacement	3.15
déploiement	2.22
dépôt	3.55
dépotoir	4.87
député	3.75
dérision	2.2
dernier	3.59
derrière	3.84
dès	3.17
désarroi	2.7
désastre	3.65
descente	4.15
description	2.97
déséquilibre	3.4
désert	5.47
déserteur	3.1
désespoir	2.57
désillusion	2.4
désir	3.11
désirable	3.22
désirer	3.3
désordre	3.93
dessein	3.21
dessert	5.36
dessin	4.76
dessinateur	4.28
